"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","nursery","internet","guardian.mat","traveltime.mat","studytime.mat","failures.mat","schoolsup.mat","famsup.mat","paid.mat","activities.mat","higher.mat","romantic.mat","famrel.mat","freetime.mat","goout.mat","Dalc.mat","Walc.mat","health.mat","absences.mat","G1.mat","G2.mat","G3.mat","guardian.por","traveltime.por","studytime.por","failures.por","schoolsup.por","famsup.por","paid.por","activities.por","higher.por","romantic.por","famrel.por","freetime.por","goout.por","Dalc.por","Walc.por","health.por","absences.por","G1.por","G2.por","G3.por","predicciones","Peso","Peso_por","ID","G3.por_pred","diferencia_por","G3.mat_pred","diferencia_mat"
"GP","F",16,"U","GT3","T",4,4,"services","services","reputation","yes","yes","mother",1,3,0,"no","yes","yes","yes","yes","no",3,2,3,1,2,2,6,13,14,14,"mother",1,3,0,"no","yes","no","yes","yes","no",3,2,3,1,2,2,10,13,13,14,13.3531292280295,1,1,78,13.3269575808152,0.673042419184771,14.0186771796748,-0.0186771796747731
"GP","F",16,"U","GT3","T",4,4,"teacher","services","home","no","yes","mother",1,3,0,"no","yes","no","yes","yes","no",5,3,2,1,1,5,0,13,13,14,"mother",1,3,0,"no","yes","no","yes","yes","no",5,3,2,1,1,5,4,15,16,16,15.2404175177479,1,1,79,16.5217802186649,-0.521780218664887,12.9142705852196,1.08572941478045
"GP","F",16,"U","LE3","A",3,3,"other","services","home","yes","yes","mother",1,2,0,"no","yes","no","no","yes","no",2,3,5,1,4,3,12,11,12,11,"mother",1,2,0,"no","yes","no","no","yes","no",2,3,5,1,4,3,6,13,12,13,13.3531292280295,1,1,80,12.262016701532,0.737983298467991,11.8098639907643,-0.809863990764329
"GP","F",16,"U","LE3","T",1,1,"at_home","at_home","course","yes","yes","mother",1,1,0,"no","no","no","no","yes","no",3,4,4,3,3,1,2,14,14,13,"mother",1,1,0,"no","no","no","no","yes","no",3,4,4,3,3,1,4,10,11,11,10.5221967934519,1,1,81,11.1970758222488,-0.19707582224879,14.0186771796748,-1.01867717967477
"GP","F",16,"U","LE3","T",1,2,"other","services","reputation","yes","yes","father",1,2,0,"yes","no","no","yes","yes","no",4,4,3,1,1,1,4,8,10,9,"father",1,2,0,"yes","no","no","yes","yes","no",4,4,3,1,1,1,0,13,13,10,13.3531292280295,1,1,82,13.3269575808152,-3.32695758081523,9.60105080185389,-0.601050801853885
"GP","F",16,"U","LE3","T",2,2,"at_home","other","course","yes","no","mother",1,2,0,"no","yes","no","no","yes","no",4,3,4,1,2,2,4,8,7,6,"mother",1,2,0,"no","yes","no","no","yes","no",4,3,4,1,2,2,6,13,11,11,13.3531292280295,1,1,83,11.1970758222488,-0.19707582224879,6.28783101848822,-0.287831018488219
"GP","F",16,"U","LE3","T",2,2,"other","at_home","course","yes","yes","father",2,2,1,"yes","no","no","yes","yes","no",4,3,3,2,2,5,14,10,10,9,"father",2,2,1,"yes","no","no","yes","yes","no",4,3,3,2,2,5,14,10,11,11,10.5221967934519,1,1,84,11.1970758222488,-0.19707582224879,9.60105080185389,-0.601050801853885
"GP","F",16,"U","LE3","T",2,2,"other","other","home","no","yes","mother",2,2,1,"no","yes","no","yes","yes","yes",3,3,3,1,2,3,25,7,10,11,"mother",2,2,0,"no","yes","no","yes","yes","yes",3,3,3,1,2,3,16,11,11,10,11.4658409383111,1,1,85,11.1970758222488,-1.19707582224879,9.60105080185389,1.39894919814611
"GP","F",16,"U","LE3","T",2,2,"services","services","course","yes","yes","mother",3,2,0,"no","yes","yes","no","yes","no",4,3,3,2,3,4,2,12,13,13,"mother",3,2,0,"no","yes","no","no","yes","no",4,3,3,2,3,4,0,14,13,13,14.2967733728887,1,1,86,13.3269575808152,-0.326957580815229,12.9142705852196,0.0857294147804488
"GP","F",16,"U","LE3","T",2,4,"other","health","course","yes","yes","father",2,2,0,"no","yes","yes","yes","yes","yes",4,2,2,1,2,5,2,13,13,13,"father",2,2,0,"no","yes","no","yes","yes","yes",4,2,2,1,2,5,2,14,12,13,14.2967733728887,1,1,87,12.262016701532,0.737983298467991,12.9142705852196,0.0857294147804488
"GP","F",16,"U","LE3","T",3,1,"other","other","home","yes","no","father",1,2,0,"yes","yes","no","no","yes","no",3,3,3,2,3,2,4,7,6,6,"father",1,2,0,"yes","yes","no","no","yes","no",3,3,3,2,3,2,0,12,13,12,12.4094850831703,1,1,88,13.3269575808152,-1.32695758081523,5.183424424033,0.816575575967003
"GP","F",16,"U","LE3","T",3,3,"other","other","reputation","yes","yes","mother",2,2,0,"no","yes","yes","yes","yes","no",4,4,5,1,1,4,4,10,11,9,"mother",2,2,0,"no","yes","no","yes","yes","no",4,4,5,1,1,4,0,14,14,15,14.2967733728887,1,1,89,14.3918984600984,0.608101539901552,10.7054573963091,-1.70545739630911
"GP","F",16,"U","LE3","T",4,3,"teacher","services","course","yes","yes","mother",3,2,0,"no","yes","no","yes","yes","no",5,4,3,1,2,1,2,16,15,15,"mother",3,2,0,"no","yes","no","yes","yes","no",5,4,3,1,2,1,2,16,15,16,16.1840616626071,1,1,90,15.4568393393817,0.543160660618332,15.12308377413,-0.123083774129997
"GP","F",16,"U","LE3","T",4,4,"health","health","other","yes","yes","mother",1,3,0,"no","yes","yes","yes","yes","yes",5,4,5,1,1,4,4,14,15,16,"mother",1,3,0,"no","yes","no","yes","yes","yes",5,4,5,1,1,4,2,15,15,14,15.2404175177479,1,1,91,15.4568393393817,-1.45683933938167,15.12308377413,0.876916225870003
"GP","F",16,"U","LE3","T",4,4,"teacher","teacher","reputation","yes","yes","mother",1,2,0,"no","yes","yes","no","yes","no",4,5,2,1,2,3,0,9,9,10,"mother",1,2,0,"no","yes","no","no","yes","no",4,5,2,1,2,3,0,11,10,11,11.4658409383111,1,1,92,10.1321349429656,0.867865057034429,8.49664420739866,1.50335579260134
"GP","F",17,"R","GT3","A",3,2,"other","other","home","yes","yes","mother",1,2,0,"no","yes","yes","no","yes","no",4,3,3,2,3,2,4,9,10,10,"mother",1,2,0,"no","yes","no","no","yes","no",4,3,3,2,3,2,0,14,14,16,14.2967733728887,1,1,93,14.3918984600984,1.60810153990155,9.60105080185389,0.398949198146115
"GP","F",17,"R","GT3","T",2,1,"at_home","services","course","yes","no","mother",3,2,0,"no","no","no","yes","yes","no",2,1,1,1,1,3,2,13,11,11,"mother",3,2,0,"no","no","no","yes","yes","no",2,1,1,1,1,3,2,13,13,13,13.3531292280295,1,1,94,13.3269575808152,-0.326957580815229,10.7054573963091,0.294542603690893
"GP","F",17,"R","GT3","T",2,1,"at_home","services","reputation","yes","yes","mother",2,2,0,"no","yes","no","yes","yes","no",4,2,5,1,2,5,2,6,6,6,"mother",2,2,0,"no","yes","no","yes","yes","no",4,2,5,1,2,5,0,11,10,11,11.4658409383111,1,1,95,10.1321349429656,0.867865057034429,5.183424424033,0.816575575967003
"GP","F",17,"R","GT3","T",2,2,"other","other","reputation","yes","yes","mother",1,1,0,"no","yes","no","no","yes","no",5,3,2,1,2,3,18,7,6,6,"mother",1,1,0,"no","yes","no","no","yes","no",5,3,2,1,2,3,21,13,13,13,13.3531292280295,1,1,96,13.3269575808152,-0.326957580815229,5.183424424033,0.816575575967003
"GP","F",17,"R","GT3","T",2,4,"at_home","other","course","yes","yes","father",1,3,0,"no","yes","no","no","yes","yes",4,4,3,1,1,5,7,12,14,14,"father",1,3,0,"no","yes","no","no","yes","yes",4,4,3,1,1,5,0,15,15,15,15.2404175177479,1,1,97,15.4568393393817,-0.456839339381668,14.0186771796748,-0.0186771796747731
"GP","F",17,"R","GT3","T",3,4,"at_home","services","course","no","yes","father",1,3,0,"no","yes","yes","yes","yes","no",4,3,4,2,5,5,0,11,11,10,"father",1,3,0,"no","yes","no","yes","yes","no",4,3,4,2,5,5,2,15,15,17,15.2404175177479,1,1,98,15.4568393393817,1.54316066061833,10.7054573963091,-0.705457396309107
"GP","F",17,"R","GT3","T",4,3,"teacher","other","reputation","yes","yes","mother",2,3,0,"no","yes","yes","yes","yes","yes",4,4,2,1,1,4,6,7,7,7,"mother",2,3,0,"no","yes","no","yes","yes","yes",4,4,2,1,1,4,0,11,12,12,11.4658409383111,1,1,99,12.262016701532,-0.262016701532009,6.28783101848822,0.712168981511781
"GP","F",17,"R","LE3","T",2,2,"services","services","course","yes","yes","mother",1,3,0,"no","yes","yes","yes","yes","no",3,3,2,2,2,3,3,11,11,11,"mother",1,3,0,"no","yes","no","yes","yes","no",3,3,2,2,2,3,0,11,11,10,11.4658409383111,1,1,100,11.1970758222488,-1.19707582224879,10.7054573963091,0.294542603690893
"GP","F",17,"R","LE3","T",3,1,"services","other","reputation","yes","no","mother",2,4,0,"no","yes","yes","no","yes","no",3,1,2,1,1,3,6,18,18,18,"mother",2,4,0,"no","yes","no","no","yes","no",3,1,2,1,1,3,0,18,19,19,18.0713499523254,1,1,101,19.7166028565145,-0.716602856514545,18.4363035574957,-0.436303557495659
"GP","F",17,"R","LE3","T",4,4,"services","other","other","yes","no","mother",1,1,0,"no","yes","yes","no","yes","no",5,2,1,1,2,3,12,8,10,10,"mother",1,1,0,"no","yes","no","no","yes","no",5,2,1,1,2,3,6,12,11,11,12.4094850831703,1,1,102,11.1970758222488,-0.19707582224879,9.60105080185389,0.398949198146115
"GP","F",17,"U","GT3","A",2,1,"other","other","course","yes","yes","mother",2,3,0,"no","no","no","yes","yes","yes",3,2,3,1,2,3,10,12,10,12,"mother",2,3,0,"no","no","no","yes","yes","yes",3,2,3,1,2,3,0,15,15,16,15.2404175177479,1,1,103,15.4568393393817,0.543160660618332,9.60105080185389,2.39894919814611
"GP","F",17,"U","GT3","A",2,2,"at_home","at_home","home","yes","yes","father",1,2,1,"no","yes","no","no","yes","yes",3,3,1,1,2,4,0,9,8,0,"father",1,2,0,"no","yes","no","no","yes","yes",3,3,1,1,2,4,18,10,12,14,10.5221967934519,1,1,104,12.262016701532,1.73798329846799,7.39223761294344,-7.39223761294344
"GP","F",17,"U","GT3","A",3,3,"health","other","reputation","no","yes","mother",1,2,0,"no","yes","no","no","yes","yes",3,3,3,1,3,3,6,8,7,9,"mother",1,2,0,"no","yes","no","no","yes","yes",3,3,3,1,3,3,10,12,13,14,12.4094850831703,1,1,105,13.3269575808152,0.673042419184771,6.28783101848822,2.71216898151178
"GP","F",17,"U","GT3","A",4,3,"services","services","course","yes","yes","mother",1,2,0,"no","yes","yes","no","yes","yes",5,2,2,1,2,5,23,13,13,13,"mother",1,2,0,"no","yes","no","no","yes","yes",5,2,2,1,2,5,14,15,14,17,15.2404175177479,1,1,106,14.3918984600984,2.60810153990155,12.9142705852196,0.0857294147804488
"GP","F",17,"U","GT3","A",4,4,"other","teacher","home","yes","no","mother",2,2,0,"yes","yes","no","no","yes","no",4,1,4,1,1,1,6,6,5,6,"mother",2,2,0,"yes","yes","no","no","yes","no",4,1,4,1,1,1,2,10,13,13,10.5221967934519,1,1,107,13.3269575808152,-0.326957580815229,4.07901782957777,1.92098217042223
"GP","F",17,"U","GT3","T",1,1,"at_home","other","course","no","yes","father",1,2,0,"no","yes","no","no","yes","no",5,3,3,1,1,3,4,5,5,6,"father",1,2,0,"no","yes","no","no","yes","no",5,3,3,1,1,3,2,9,11,11,9.57855264859274,1,1,108,11.1970758222488,-0.19707582224879,4.07901782957777,1.92098217042223
"GP","F",17,"U","GT3","T",1,1,"at_home","other","reputation","yes","no","mother",1,3,1,"no","yes","no","yes","yes","yes",4,3,4,1,1,5,0,6,5,0,"mother",1,3,0,"no","yes","no","yes","yes","yes",4,3,4,1,1,5,12,12,12,12,12.4094850831703,1,1,109,12.262016701532,-0.262016701532009,4.07901782957777,-4.07901782957777
"GP","F",17,"U","GT3","T",1,1,"at_home","services","course","yes","yes","mother",1,2,0,"no","no","no","yes","yes","no",5,3,3,1,1,3,0,8,8,9,"mother",1,2,0,"no","no","no","yes","yes","no",5,3,3,1,1,3,0,12,11,12,12.4094850831703,1,1,110,11.1970758222488,0.80292417775121,7.39223761294344,1.60776238705656
"GP","F",17,"U","GT3","T",1,1,"other","other","course","no","no","mother",1,2,0,"no","yes","yes","no","yes","no",4,4,4,1,3,1,4,9,9,10,"mother",1,2,0,"no","yes","no","no","yes","no",4,4,4,1,3,1,0,14,15,15,14.2967733728887,1,1,111,15.4568393393817,-0.456839339381668,8.49664420739866,1.50335579260134
"GP","F",17,"U","GT3","T",1,1,"services","teacher","reputation","yes","yes","mother",1,3,0,"no","yes","yes","no","yes","no",4,3,3,1,1,3,6,13,12,12,"mother",1,3,0,"no","yes","no","no","yes","no",4,3,3,1,1,3,0,13,13,14,13.3531292280295,1,1,112,13.3269575808152,0.673042419184771,11.8098639907643,0.190136009235671
"GP","F",17,"U","GT3","T",2,2,"at_home","at_home","course","yes","yes","mother",1,3,0,"no","yes","yes","yes","yes","no",4,3,3,1,1,4,4,9,10,10,"mother",1,3,0,"no","yes","no","yes","yes","no",4,3,3,1,1,4,0,12,12,13,12.4094850831703,1,1,113,12.262016701532,0.737983298467991,9.60105080185389,0.398949198146115
"GP","F",17,"U","GT3","T",2,2,"other","other","course","no","yes","mother",1,2,0,"no","yes","no","no","yes","no",5,4,5,1,2,5,4,10,9,11,"mother",1,2,0,"no","yes","no","no","yes","no",5,4,5,1,2,5,12,12,12,14,12.4094850831703,1,1,114,12.262016701532,1.73798329846799,8.49664420739866,2.50335579260134
"GP","F",17,"U","GT3","T",2,2,"other","other","course","yes","no","mother",1,2,0,"no","yes","no","no","yes","yes",4,2,2,1,1,3,12,11,9,9,"mother",1,2,0,"no","yes","no","no","yes","yes",4,2,2,1,1,3,4,14,13,13,14.2967733728887,1,1,115,13.3269575808152,-0.326957580815229,8.49664420739866,0.503355792601337
"GP","F",17,"U","GT3","T",2,3,"at_home","other","home","yes","no","father",2,1,0,"no","yes","yes","no","yes","no",3,3,3,1,4,3,3,7,7,8,"father",2,1,0,"no","yes","no","no","yes","no",3,3,3,1,4,3,4,12,13,13,12.4094850831703,1,1,116,13.3269575808152,-0.326957580815229,6.28783101848822,1.71216898151178
"GP","F",17,"U","GT3","T",2,4,"at_home","health","reputation","yes","yes","mother",2,2,0,"no","yes","yes","no","yes","yes",4,3,3,1,1,1,2,10,10,10,"mother",2,2,0,"no","yes","no","no","yes","yes",4,3,3,1,1,1,6,15,16,16,15.2404175177479,1,1,117,16.5217802186649,-0.521780218664887,9.60105080185389,0.398949198146115
"GP","F",17,"U","GT3","T",2,4,"services","services","reputation","yes","no","father",1,2,0,"no","yes","no","yes","yes","no",5,4,2,2,3,5,0,16,17,17,"father",1,2,0,"no","yes","no","yes","yes","no",5,4,2,2,3,5,0,17,18,17,17.1277058074663,1,1,118,18.6516619772313,-1.65166197723132,17.3318969630404,-0.331896963040435
"GP","F",17,"U","GT3","T",3,1,"services","services","course","no","yes","father",1,3,0,"no","yes","no","no","yes","no",3,4,3,2,3,5,1,12,14,15,"father",1,3,0,"no","yes","no","no","yes","no",3,4,3,2,3,5,0,17,18,17,17.1277058074663,1,1,119,18.6516619772313,-1.65166197723132,14.0186771796748,0.981322820325227
"GP","F",17,"U","GT3","T",3,2,"health","health","reputation","no","yes","father",1,4,0,"no","yes","yes","yes","yes","no",5,2,2,1,2,5,0,17,17,18,"father",1,4,0,"no","yes","no","yes","yes","no",5,2,2,1,2,5,0,18,18,18,18.0713499523254,1,1,120,18.6516619772313,-0.651661977231324,17.3318969630404,0.668103036959565
"GP","F",17,"U","GT3","T",3,2,"other","other","course","no","yes","mother",1,2,0,"no","no","no","yes","yes","no",5,3,4,1,3,3,10,16,15,15,"mother",1,2,0,"no","no","no","yes","yes","no",5,3,4,1,3,3,2,17,18,17,17.1277058074663,1,1,121,18.6516619772313,-1.65166197723132,15.12308377413,-0.123083774129997
"GP","F",17,"U","GT3","T",3,2,"other","other","home","yes","yes","mother",1,2,0,"no","yes","yes","no","yes","yes",4,3,2,2,3,2,0,7,8,0,"mother",1,2,0,"no","yes","no","no","yes","yes",4,3,2,2,3,2,0,12,13,15,12.4094850831703,1,1,122,13.3269575808152,1.67304241918477,7.39223761294344,-7.39223761294344
"GP","F",17,"U","GT3","T",3,3,"other","other","home","no","no","mother",1,3,0,"no","no","no","yes","yes","no",3,2,3,1,1,4,4,10,9,9,"mother",1,3,0,"no","no","no","yes","yes","no",3,2,3,1,1,4,2,15,12,13,15.2404175177479,1,1,123,12.262016701532,0.737983298467991,8.49664420739866,0.503355792601337
"GP","F",17,"U","GT3","T",3,4,"at_home","services","home","yes","yes","mother",1,3,1,"no","yes","yes","no","yes","yes",4,4,3,3,4,5,28,10,9,9,"mother",1,3,1,"no","yes","yes","no","yes","yes",4,4,3,3,4,5,14,8,9,8,8.63490850373355,1,1,124,9.06719406368235,-1.06719406368235,8.49664420739866,0.503355792601337
"GP","F",17,"U","GT3","T",3,4,"services","other","course","yes","yes","mother",1,3,0,"no","no","no","no","yes","no",4,4,5,1,3,5,16,16,15,15,"mother",1,3,0,"no","no","no","no","yes","no",4,4,5,1,3,5,8,11,13,14,11.4658409383111,1,1,125,13.3269575808152,0.673042419184771,15.12308377413,-0.123083774129997
"GP","F",17,"U","GT3","T",4,2,"other","other","reputation","yes","yes","mother",2,3,0,"no","yes","yes","no","yes","no",4,3,3,1,1,3,0,15,12,14,"mother",2,3,0,"no","yes","no","no","yes","no",4,3,3,1,1,3,0,16,16,16,16.1840616626071,1,1,126,16.5217802186649,-0.521780218664887,11.8098639907643,2.19013600923567
"GP","F",17,"U","GT3","T",4,3,"health","other","reputation","yes","yes","mother",1,3,0,"no","yes","yes","yes","yes","yes",4,4,3,1,3,4,0,13,15,15,"mother",1,3,0,"no","yes","no","yes","yes","yes",4,4,3,1,3,4,0,11,12,13,11.4658409383111,1,1,127,12.262016701532,0.737983298467991,15.12308377413,-0.123083774129997
"GP","F",17,"U","GT3","T",4,3,"health","services","reputation","yes","yes","mother",1,3,0,"no","yes","yes","no","yes","no",4,2,2,1,2,3,0,15,15,15,"mother",1,3,0,"no","yes","no","no","yes","no",4,2,2,1,2,3,0,17,18,18,17.1277058074663,1,1,128,18.6516619772313,-0.651661977231324,15.12308377413,-0.123083774129997
"GP","F",17,"U","GT3","T",4,3,"other","other","reputation","yes","yes","mother",1,2,2,"no","no","yes","no","yes","yes",3,4,5,2,4,1,22,6,6,4,"mother",1,2,0,"no","no","no","no","yes","yes",3,4,5,2,4,1,16,11,9,10,11.4658409383111,1,1,129,9.06719406368235,0.932805936317649,5.183424424033,-1.183424424033
"GP","F",17,"U","GT3","T",4,4,"other","teacher","course","yes","no","mother",1,1,0,"yes","yes","no","no","yes","yes",4,2,1,1,1,4,0,11,11,12,"mother",1,1,0,"yes","yes","no","no","yes","yes",4,2,1,1,1,4,0,13,13,13,13.3531292280295,1,1,130,13.3269575808152,-0.326957580815229,10.7054573963091,1.29454260369089
"GP","F",17,"U","GT3","T",4,4,"services","teacher","home","yes","yes","mother",2,1,1,"no","yes","no","no","yes","no",4,2,4,2,3,2,24,18,18,18,"mother",2,1,1,"no","yes","no","no","yes","no",4,2,4,2,3,2,30,14,15,16,14.2967733728887,1,1,131,15.4568393393817,0.543160660618332,18.4363035574957,-0.436303557495659
"GP","F",17,"U","GT3","T",4,4,"teacher","services","course","yes","yes","mother",1,3,0,"no","yes","yes","yes","yes","no",5,4,4,1,3,4,7,10,9,9,"mother",1,2,0,"no","yes","yes","no","yes","yes",5,3,1,1,4,5,2,11,11,12,11.4658409383111,1,1,132,11.1970758222488,0.80292417775121,8.49664420739866,0.503355792601337
"GP","F",17,"U","GT3","T",4,4,"teacher","services","course","yes","yes","mother",1,3,0,"no","yes","yes","yes","yes","no",5,4,4,1,3,4,7,10,9,9,"mother",1,3,0,"no","yes","no","yes","yes","no",5,4,4,1,3,4,0,13,12,13,13.3531292280295,1,1,133,12.262016701532,0.737983298467991,8.49664420739866,0.503355792601337
"GP","F",17,"U","GT3","T",4,4,"teacher","teacher","course","no","yes","mother",2,3,0,"no","yes","yes","no","yes","yes",4,3,3,1,2,4,4,14,14,14,"mother",2,3,0,"no","yes","no","no","yes","yes",4,3,3,1,2,4,4,15,14,15,15.2404175177479,1,1,134,14.3918984600984,0.608101539901552,14.0186771796748,-0.0186771796747731
"GP","F",17,"U","LE3","T",0,2,"at_home","at_home","home","yes","yes","father",2,3,0,"no","no","no","no","yes","no",3,3,3,2,3,2,0,16,15,15,"father",2,3,0,"no","no","no","no","yes","no",3,3,3,2,3,2,0,14,14,15,14.2967733728887,1,1,135,14.3918984600984,0.608101539901552,15.12308377413,-0.123083774129997
"GP","F",17,"U","LE3","T",2,2,"other","other","course","yes","yes","father",1,1,0,"no","yes","no","no","yes","yes",3,4,4,1,3,5,12,10,13,12,"father",1,1,0,"no","yes","no","no","yes","yes",3,4,4,1,3,5,2,13,12,12,13.3531292280295,1,1,136,12.262016701532,-0.262016701532009,12.9142705852196,-0.914270585219551
"GP","F",17,"U","LE3","T",2,2,"services","other","course","yes","yes","mother",2,2,0,"yes","yes","yes","no","yes","yes",4,4,4,2,3,5,6,12,12,12,"mother",2,2,0,"yes","yes","no","no","yes","yes",4,4,4,2,3,5,6,12,12,12,12.4094850831703,1,1,137,12.262016701532,-0.262016701532009,11.8098639907643,0.190136009235671
"GP","F",17,"U","LE3","T",2,2,"services","services","course","yes","yes","father",1,4,0,"no","no","yes","yes","yes","yes",3,4,1,1,1,2,0,10,9,0,"father",1,4,0,"no","no","no","yes","yes","yes",3,4,1,1,1,2,2,10,11,12,10.5221967934519,1,1,138,11.1970758222488,0.80292417775121,8.49664420739866,-8.49664420739866
"GP","F",17,"U","LE3","T",2,4,"services","services","course","yes","yes","father",1,2,0,"no","no","no","yes","yes","yes",4,3,2,1,1,5,0,14,15,15,"father",1,2,0,"no","no","no","yes","yes","yes",4,3,2,1,1,5,8,14,15,16,14.2967733728887,1,1,139,15.4568393393817,0.543160660618332,15.12308377413,-0.123083774129997
"GP","F",17,"U","LE3","T",3,2,"other","other","reputation","yes","yes","mother",2,2,0,"no","no","yes","no","yes","no",4,4,4,1,3,1,2,14,15,15,"mother",2,2,0,"no","no","no","no","yes","no",4,4,4,1,3,1,2,14,16,15,14.2967733728887,1,1,140,16.5217802186649,-1.52178021866489,15.12308377413,-0.123083774129997
"GP","F",17,"U","LE3","T",3,3,"other","other","reputation","yes","yes","mother",1,2,0,"no","yes","no","yes","yes","yes",5,3,3,2,3,1,56,9,9,8,"mother",1,2,0,"no","yes","no","yes","yes","yes",5,3,3,2,3,1,32,14,13,14,14.2967733728887,1,1,141,13.3269575808152,0.673042419184771,8.49664420739866,-0.496644207398663
"GP","F",17,"U","LE3","T",4,2,"teacher","services","reputation","yes","yes","mother",1,4,0,"no","yes","yes","yes","yes","no",4,2,3,1,1,4,6,14,12,13,"mother",1,4,0,"no","yes","no","yes","yes","no",4,2,3,1,1,4,2,14,15,17,14.2967733728887,1,1,142,15.4568393393817,1.54316066061833,11.8098639907643,1.19013600923567
"GP","F",17,"U","LE3","T",4,3,"health","other","reputation","yes","yes","father",1,2,0,"no","no","no","yes","yes","yes",3,2,3,1,2,3,14,13,13,14,"father",1,2,0,"no","no","no","yes","yes","yes",3,2,3,1,2,3,0,14,12,12,14.2967733728887,1,1,143,12.262016701532,-0.262016701532009,12.9142705852196,1.08572941478045
"GP","F",18,"R","GT3","A",3,2,"other","services","home","no","yes","mother",2,2,0,"no","no","no","no","no","yes",4,1,1,1,1,5,75,10,9,9,"mother",2,2,0,"no","no","no","no","no","yes",4,1,1,1,1,5,15,12,9,10,12.4094850831703,1,1,144,9.06719406368235,0.932805936317649,8.49664420739866,0.503355792601337
"GP","F",18,"R","GT3","T",1,1,"at_home","other","course","no","no","mother",3,1,3,"no","yes","no","yes","yes","no",5,2,5,1,5,4,6,9,8,10,"mother",3,1,3,"no","yes","no","yes","yes","no",5,2,5,1,5,4,6,11,10,11,11.4658409383111,1,1,145,10.1321349429656,0.867865057034429,7.39223761294344,2.60776238705656
"GP","F",18,"R","GT3","T",2,1,"other","other","reputation","yes","yes","mother",2,2,0,"no","yes","no","no","no","yes",4,3,5,1,2,3,0,6,0,0,"mother",2,2,0,"no","yes","no","no","no","yes",4,3,5,1,2,3,12,8,9,10,8.63490850373355,1,1,146,9.06719406368235,0.932805936317649,0,0
"GP","F",18,"R","GT3","T",2,2,"at_home","other","course","yes","no","mother",2,4,0,"no","no","no","yes","yes","no",4,4,4,1,1,4,0,10,9,0,"mother",2,4,0,"no","no","no","yes","yes","no",4,4,4,1,1,4,6,14,13,14,14.2967733728887,1,1,147,13.3269575808152,0.673042419184771,8.49664420739866,-8.49664420739866
"GP","F",18,"R","GT3","T",3,1,"other","other","reputation","yes","yes","mother",1,2,1,"no","no","no","yes","yes","yes",5,3,3,1,1,4,16,9,8,7,"mother",1,2,0,"no","no","no","yes","yes","yes",5,3,3,1,1,4,4,8,8,8,8.63490850373355,1,1,148,8.00225318439913,-0.00225318439913202,7.39223761294344,-0.392237612943441
"GP","F",18,"R","GT3","T",4,4,"teacher","other","reputation","yes","yes","mother",2,2,0,"no","no","yes","yes","yes","no",4,3,4,2,2,4,8,12,10,11,"mother",2,2,0,"no","no","no","yes","yes","no",4,3,4,2,2,4,8,10,11,12,10.5221967934519,1,1,149,11.1970758222488,0.80292417775121,9.60105080185389,1.39894919814611
"GP","F",18,"R","LE3","T",1,1,"at_home","other","reputation","yes","no","mother",2,4,0,"no","yes","yes","yes","yes","no",5,2,2,1,1,3,1,12,12,12,"mother",2,4,0,"no","yes","no","yes","yes","no",5,2,2,1,1,3,2,17,17,18,17.1277058074663,1,1,150,17.5867210979481,0.413278902051893,11.8098639907643,0.190136009235671
"GP","F",18,"U","GT3","A",4,4,"at_home","teacher","course","yes","no","mother",2,2,0,"yes","no","no","no","yes","no",4,3,4,1,1,3,6,5,6,6,"mother",2,2,0,"yes","no","no","no","yes","no",4,3,4,1,1,3,4,0,11,11,1.08575534486003,1,1,151,11.1970758222488,-0.19707582224879,5.183424424033,0.816575575967003
"GP","F",18,"U","GT3","T",1,1,"other","other","home","yes","yes","mother",2,2,0,"yes","no","no","yes","yes","no",5,4,4,1,1,4,4,8,9,10,"mother",2,2,0,"yes","no","no","yes","yes","no",5,4,4,1,1,4,0,12,13,13,12.4094850831703,1,1,152,13.3269575808152,-0.326957580815229,8.49664420739866,1.50335579260134
"GP","F",18,"U","GT3","T",1,1,"other","other","home","yes","yes","mother",2,2,0,"yes","no","no","yes","yes","no",5,4,4,1,1,4,4,8,9,10,"mother",2,3,0,"no","no","no","yes","yes","no",4,5,5,1,2,2,0,14,14,14,14.2967733728887,1,1,153,14.3918984600984,-0.391898460098448,8.49664420739866,1.50335579260134
"GP","F",18,"U","GT3","T",2,1,"other","other","course","no","yes","other",2,3,0,"no","yes","yes","no","yes","yes",4,4,4,1,1,3,0,7,0,0,"other",2,3,0,"no","yes","no","no","yes","yes",4,4,4,1,1,3,10,12,10,11,12.4094850831703,1,1,154,10.1321349429656,0.867865057034429,0,0
"GP","F",18,"U","GT3","T",2,1,"services","other","course","yes","yes","mother",2,2,0,"no","yes","yes","yes","yes","no",5,3,3,1,2,1,0,8,8,0,"mother",2,2,0,"no","yes","no","yes","yes","no",5,3,3,1,2,1,2,12,12,15,12.4094850831703,1,1,155,12.262016701532,2.73798329846799,7.39223761294344,-7.39223761294344
"GP","F",18,"U","GT3","T",2,2,"at_home","at_home","other","yes","yes","mother",1,3,0,"no","yes","yes","no","yes","no",4,3,3,1,2,2,5,18,18,19,"mother",1,3,0,"no","yes","no","no","yes","no",4,3,3,1,2,2,0,18,18,18,18.0713499523254,1,1,156,18.6516619772313,-0.651661977231324,18.4363035574957,0.563696442504341
